USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3338511,,CARRIER,ACTIVE,None,RAFAEL AGUILERA JR,,RAFAEL AGUILERA JR,"4896 RUTILE ST
RIVERSIDE, CA   92509-3580",(951) 425-0313,(951) 425-0313,RAFAELAGUILERA199540@GMAIL.COM,"4896 RUTILE ST
RIVERSIDE, CA   92509-3580",1,1,10/1/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338549,,CARRIER,ACTIVE,None,WILLIAM STERLING BOWDEN,STERLING GARAGE DOORS,WILLIAM STERLING BOWDEN,"2182 NEPTUNE RD
JOSHUA TREE, CA   92252-1171",(760) 775-0555,(760) 775-0555,STERLINGGARAGEDOORS55@GMAIL.COM,"2182 NEPTUNE RD
JOSHUA TREE, CA   92252-1171",1,1,9/24/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","GARAGE DOORS, "
3338552,,CARRIER,ACTIVE,None,LION ELITE TRANSPORT LLC,,LION ELITE TRANSPORT LLC,"208 E MIDWAY AVE
SAN JACINTO, CA   92583-5308",(951) 515-2925,(951) 515-2925,MXJJADD93@YAHOO.COM,"208 E MIDWAY AVE
SAN JACINTO, CA   92583",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338561,,CARRIER,ACTIVE,None,NENE'S EXPRESS,,NENE'S EXPRESS,"1585 E 114TH ST # 1095
LOS ANGELES, CA   90059-1803",(323) 593-1852,(323) 593-1852,LCAUTOREG@GMAIL.COM,"1585 E 114TH ST # 1095
LOS ANGELES, CA   90059-1803",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3338579,,CARRIER,ACTIVE,None,VIGEN GEVORKYAN,FIX TRUCKING,VIGEN GEVORKYAN,"7043 PARK MANOR AVE
N HOLLYWOOD, CA   91605-4412",(818) 352-1677,(818) 352-1677,AACOA@YAHOO.COM,"7043 PARK MANOR AVE
N HOLLYWOOD, CA   91605-4412",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, "
3338581,,CARRIER,ACTIVE,None,VALENTE JR NIEVES,,VALENTE JR NIEVES,"1964 E 112TH ST
LOS ANGELES, CA   90059-2004",(323) 514-7424,(323) 514-7424,TITONIEVES112@GMAIL.COM,"1964 E 112TH ST
LOS ANGELES, CA   90059-2004",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338595,,CARRIER,ACTIVE,None,MANUEL D VICENCIO VILLA,VICENCIO AUTO TRANSPORT,MANUEL D VICENCIO VILLA,"5904 NEWARK AVE
CORCORAN, CA   93212-9736",(559) 759-2288,(559) 759-2288,VICENCIOMANUEL10@GMAIL.COM,"5904 NEWARK AVE
CORCORAN, CA   93212-9736",1,1,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, Drive/Tow away, "
3338613,,CARRIER,NOT AUTHORIZED,None,BRENDA LUZ DOMINGUEZ MORENO,TRANSPORTE Y LOGISTICA INT,BRENDA LUZ DOMINGUEZ MORENO,"375 E ROSS RD # 142
EL CENTRO, CA   92243",(956) 754-2535,(956) 754-2535,THADI_TRAFICO@HOTMAIL.COM,"PO BOX 8166
CALEXICO, CA   92232-8166",1,1,9/24/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3338642,,CARRIER,NOT AUTHORIZED,None,MTK TRANSPORTATION INC,,MTK TRANSPORTATION INC,"3014 MONTEZUMA ST APT A
BARSTOW, CA   92311",(213) 810-5777,(213) 810-5777,CARRIER@CHAMPIONTRAFFIC.COM,"19083 COLIMA RD
ROWLAND HGHTS, CA   91748-2953",1,1,9/24/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3338648,,CARRIER,ACTIVE,None,WJZ LOGISTICS,,WJZ LOGISTICS,"661 BREA CANYON RD STE 4
WALNUT, CA   91789-3044",(909) 566-2823,(909) 566-2823,ASSISTANT1@WJZ-CORP.COM,"661 BREA CANYON RD STE 4
WALNUT, CA   91789-3044",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338652,,CARRIER,ACTIVE,None,FRANCISCO HERNANDEZ RIVAS,,FRANCISCO HERNANDEZ RIVAS,"1123 ALAMEDA AVE APT C
GLENDALE, CA   91201-5318",(818) 567-2602,(818) 567-2602,FCOHDZR@NETZERO.NET,"1123 ALAMEDA AVE APT C
GLENDALE, CA   91201-5318",1,1,9/24/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338654,,CARRIER,ACTIVE,None,ISMAEL TORRES SEGARRA,,ISMAEL TORRES SEGARRA,"3307 MATHER FIELD RD APT 6C
RNCHO CORDOVA, CA   95670-5916",(209) 688-0335,(209) 688-0335,ITSTRUCKING72@OUTLOOK.COM,"3307 MATHER FIELD RD APT 6C
RNCHO CORDOVA, CA   95670-5916",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338661,,CARRIER,ACTIVE,None,THORNCROFT TRUCKING AND COURIER SERVICE LLC,,THORNCROFT TRUCKING AND COURIER SERVICE LLC,"815 N LA BREA AVE STE 409
INGLEWOOD, CA   90302-2205",(424) 394-2050,(424) 394-2050,JEREMYMCCLELLAN071@GMAIL.COM,"815 N LA BREA AVE STE 409
INGLEWOOD, CA   90302-2205",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338668,,CARRIER,ACTIVE,None,PERFORMANCE DELIVERS,,PERFORMANCE DELIVERS,"7168 VINE ST
HIGHLAND, CA   92346-2934",(909) 534-8672,(909) 534-8672,ACO801@HOTMAIL.COM,"7168 VINE ST
HIGHLAND, CA   92346-2934",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338689,,CARRIER,NOT AUTHORIZED,None,ATTIC INTERNATIONAL EXPRESS,,ATTIC INTERNATIONAL EXPRESS,"21515 HAWTHORNE BLVD STE 200
TORRANCE, CA   90503",(323) 632-6662,(323) 632-6662,ATTICINTEXPRESS@GMAIL.COM,"21515 HAWTHORNE BLVD STE 200
TORRANCE, CA   90503-6512",0,1,9/24/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3338690,,CARRIER,ACTIVE,None,ALBERTO GUILLEN HERNANDEZ,,ALBERTO GUILLEN HERNANDEZ,"6844 EARP WAY
FONTANA, CA   92336",(323) 864-2499,(323) 864-2499,A-GUILLEN@LIVE.COM,"6844 EARP WAY
FONTANA, CA   92336",1,1,10/2/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338695,,CARRIER,ACTIVE,None,OMAR ANTONIO VELASQUEZ AGUIRRE,VELASQUEZ-AGUIRRE TRANSPORTATION,OMAR ANTONIO VELASQUEZ AGUIRRE,"20836 ELAINE AVE
LAKEWOOD, CA   90715-1502",(562) 964-7426,(562) 964-7426,VELASQUEZOMAR199@YAHOO.COM,"PO BOX 247
NORCO, CA   92860-0247",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338709,,CARRIER,ACTIVE,None,JORGE ALVAREZ PULIDO,ELEGANT LIMOUSINE SERVICES,JORGE ALVAREZ PULIDO,"1941 GILLY LN
CONCORD, CA   94518-3217",(925) 207-2673,(925) 207-2673,ELEGANT.LIMOUSINE7@GMAIL.COM,"1941 GILLY LN
CONCORD, CA   94518-3217",3,3,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3338722,,CARRIER,ACTIVE,None,MFL LLC,,MFL LLC,"17408 EUCALYPTUS ST
FONTANA, CA   92337-6818",(909) 279-7699,(909) 279-7699,MARIOFLO1967@GMAIL.COM,"17408 EUCALYPTUS ST
FONTANA, CA   92337-6818",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338723,,CARRIER,ACTIVE,None,FINEST CITY ICE INC,BIG BEAR ICE,FINEST CITY ICE INC,"7561 MISSION GORGE RD
SAN DIEGO, CA   92120-1303",(619) 729-7729,(619) 729-7729,BIGBEARICECOMPANY@GMAIL.COM,"7561 MISSION GORGE RD
SAN DIEGO, CA   92120-1303",3,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3338727,,CARRIER,ACTIVE,None,ORBA DELIVERY'S LLC,,ORBA DELIVERY'S LLC,"1882 E 8TH ST
STOCKTON, CA   95206-2324",(209) 561-8786,(209) 561-8786,ORBADEL71@GMAIL.COM,"1882 E 8TH ST
STOCKTON, CA   95206-2324",1,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338737,,CARRIER,ACTIVE,None,YAHVE YIRE TRUCKING LLC,,YAHVE YIRE TRUCKING LLC,"4227 N 3RD AVE
SN BERNRDNO, CA   92407-3001",(951) 241-1904,(951) 241-1904,YOLANDAISMALEJ24@GMAIL.COM,"4227 N 3RD AVE
SN BERNRDNO, CA   92407-3001",2,2,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338749,,CARRIER,ACTIVE,None,PATTERSON'S COURIER AND DELIVERY,,PATTERSON'S COURIER AND DELIVERY,"370 N CIVIC DR APT 402
WALNUT CREEK, CA   94596-3625",(925) 457-5212,(925) 457-5212,DPATTERSON8180@MSN.COM,"370 N CIVIC DR APT 402
WALNUT CREEK, CA   94596-3625",0,1,9/24/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3338759,,CARRIER,NOT AUTHORIZED,None,NO,GANCHIMEG G,NO,"1553 ALICE ST APT 208
OAKLAND, CA   94612",(510) 517-2980,(510) 517-2980,GGANA0301@YAHOO.COM,"1553 ALICE ST APT 208
OAKLAND, CA   94612-4141",1,1,9/25/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3338804,,CARRIER,NOT AUTHORIZED,None,ANTONIO ROMO REYES,ZZR LOGISTICS,ANTONIO ROMO REYES,"18606 TOEHEE ST
PERRIS, CA   92570",(619) 274-4357,(619) 274-4357,ZZRLOGISTICS1@GMAIL.COM,"18606 TOEHEE ST
PERRIS, CA   92570-6524",1,1,9/25/2019,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3338810,,CARRIER,ACTIVE,None,SALOMON MONTES,MONTES TRUCKING,SALOMON MONTES,"1347 W GAGE AVE
FULLERTON, CA   92833-4622",(714) 351-1171,(714) 351-1171,SALOMON_MONTES@HOTMAIL.COM,"17837 BEAR VALLEY RD STE A
HESPERIA, CA   92345-4963",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, "
3338848,,CARRIER,ACTIVE,None,DALTON BLANCO,BLACKLINE AUTO BROKERS,DALTON BLANCO,"12390 DOHERTY ST
RIVERSIDE, CA   92503",(951) 214-1169,(951) 214-1169,CWILLIAMS798743@GMAIL.COM,"12390 DOHERTY ST
RIVERSIDE, CA   92503",2,1,10/2/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Motor Vehicles, "
3338887,,CARRIER,NOT AUTHORIZED,None,JOE A MUNOZ,EL SHADDAI TRANSPORT,JOE A MUNOZ,"15362 GREENWOOD ST
HESPERIA, CA   92345",(760) 669-9693,(760) 669-9693,JOETRUCKING@YAHOO.COM,"15362 GREENWOOD ST
HESPERIA, CA   92345-4448",1,1,10/14/2019,"8,550 (2018)","Auth. For Hire, ","Interstate, ","General Freight, "
3338937,,CARRIER,NOT AUTHORIZED,None,G D TRUCKING INC,TRANS CONNECTION,G D TRUCKING INC,"367 VICTORY AVE
MANTECA, CA   95336",(209) 361-2370,(209) 361-2370,GDTRUCKING19@GMAIL.COM,"PO BOX 690399
STOCKTON, CA   95269-0399",1,1,9/25/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3338959,,CARRIER,ACTIVE,None,ROBERTO CASTRO,,ROBERTO CASTRO,"1550 STEELE AVE
LOS ANGELES, CA   90063-1032",(661) 755-2870,(661) 755-2870,ROBERTOCASTROF17@GMAIL.COM,"13911 E AMAR RD UNIT A
LA PUENTE, CA   91746-3600",1,2,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339000,,CARRIER,ACTIVE,None,KAREN MONSERRAT SALVADOR,FOX DELIVERY SERVICES,KAREN MONSERRAT SALVADOR,"14110 ORIZABA AVE
PARAMOUNT, CA   90723-2668",(323) 532-2566,(323) 532-2566,BETHANYARMENDARIZ22@GMAIL.COM,"14110 ORIZABA AVE
PARAMOUNT, CA   90723-2668",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3339047,,CARRIER,ACTIVE,None,J C H TRUCKING INC,,J C H TRUCKING INC,"7220 EAST ST
GILROY, CA   95020-6210",(669) 205-2044,(669) 205-2044,JENNIFER.GARCIA0525@YAHOO.COM,"7220 EAST ST
GILROY, CA   95020-6210",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Garbage/Refuse, OTHER, "
3339063,,CARRIER,NOT AUTHORIZED,None,GKS TRANSPORT INC,,GKS TRANSPORT INC,"5118 WINTER PASTURE AVE
BAKERSFIELD, CA   93313",(661) 378-5614,(661) 378-5614,GKSTRANSPORT9851@GMAIL.COM,"5118 WINTER PASTURE AVE
BAKERSFIELD, CA   93313-5258",1,1,9/25/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, "
3339076,,CARRIER,NOT AUTHORIZED,None,ELITE TECHNOLOGY INC,,ELITE TECHNOLOGY INC,"15364 VALLEY BLVD
CITY INDUSTRY, CA   91746",(626) 333-3952,(626) 333-3952,TRUCK@MLT456.COM,"15364 VALLEY BLVD
CITY INDUSTRY, CA   91746-3336",1,1,9/25/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3339078,,CARRIER,ACTIVE,None,CA MOVERS LLC,,CA MOVERS LLC,"1933 GAMEL WAY APT 1
MOUNTAIN VIEW, CA   94040-2075",(650) 864-2455,(650) 864-2455,MC@MCMOVER.NET,"1933 GAMEL WAY APT 1
MOUNTAIN VIEW, CA   94040-2075",1,1,9/25/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3339112,,CARRIER,ACTIVE,None,BENITO MONTES DE OCA,,BENITO MONTES DE OCA,"1408 MOCCASIN DR
MODESTO, CA   95351-1745",(408) 839-7006,(408) 839-7006,ELJOQUI2103@GMAIL.COM,"1408 MOCCASIN DR
MODESTO, CA   95351-1745",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339123,,CARRIER,ACTIVE,None,RAMALE TRANSPORTATION INC,,RAMALE TRANSPORTATION INC,"13530 PERSIMMON RD
MORENO VALLEY, CA   92553-5306",(951) 807-0474,(951) 807-0474,CESIFREGO3@YAHOO.COM,"13530 PERSIMMON RD
MORENO VALLEY, CA   92553-5306",3,3,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3339146,,CARRIER,ACTIVE,None,MBX FREIGHT LINES INC,,MBX FREIGHT LINES INC,"2981 BOWENS LN
TRACY, CA   95377-7970",(510) 714-5847,(510) 714-5847,SGOVINDER72@GMAIL.COM,"2981 BOWENS LN
TRACY, CA   95377-7970",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339147,,CARRIER,ACTIVE,None,RUELAS CONSTRUCTION LLC,,RUELAS CONSTRUCTION LLC,"1025 N CALIFORNIA AVE
LA PUENTE, CA   91744-1925",(323) 534-0272,(323) 534-0272,ECHAVEZ@CARRIERCOMPLIANCEINC.COM,"13911 E AMAR RD UNIT A
LA PUENTE, CA   91746-3600",1,2,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Construction, "
3339168,,CARRIER,ACTIVE,None,AZR TRUCKING INC,,AZR TRUCKING INC,"919 BROAD AVE APT 3
WILMINGTON, CA   90744-4565",(310) 904-5092,(310) 904-5092,ANTONIOSH2@HOTMAIL.COM,"919 BROAD AVE APT 3
WILMINGTON, CA   90744-4565",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339206,,CARRIER,ACTIVE,None,TANNER PARROTT,TANNER'S TANSPORT,,"201 W CYPRESS AVE
MONROVIA, CA   91016",(626) 455-8679,,,"201 W CYPRESS AVE
MONROVIA, CA   91016",1,1,11/1/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339207,,CARRIER,ACTIVE,None,LEAHS TRUCKING LLC,,LEAHS TRUCKING LLC,"3447 SEVEN HILLS RD
CASTRO VALLEY, CA   94546-2043",(650) 292-5252,(650) 292-5252,SARA.SAMAYOAINS@YAHOO.COM,"3447 SEVEN HILLS RD
CASTRO VALLEY, CA   94546-2043",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339215,,CARRIER,ACTIVE,None,MIGUEL ONTIVEROS DELGADO,KHARY'S TRUCK COMPANY,MIGUEL ONTIVEROS DELGADO,"124 E 102ND ST
LOS ANGELES, CA   90003-4706",(424) 266-2956,(424) 266-2956,HERMOSILLOKARINA1@GMAIL.COM,"124 E 102ND ST
LOS ANGELES, CA   90003-4706",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3339247,,CARRIER,ACTIVE,None,ESDRAS TRANSPORT CORPORATION,,ESDRAS TRANSPORT CORPORATION,"65 LOMA VISTA WAY
PITTSBURG, CA   94565-2602",(510) 778-2246,(510) 778-2246,GUTIERREZSAMUEL172@GMAIL.COM,"65 LOMA VISTA WAY
PITTSBURG, CA   94565-2602",1,1,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, OTHER, "
3339249,,CARRIER,ACTIVE,None,VIET SUN COACH CORPORATION,,VIET SUN COACH CORPORATION,"3445 HARTZEL DR
SPRING VALLEY, CA   91977-2014",(619) 563-2307,(619) 563-2307,VIETBEAUTYSUP@GMAIL.COM,"4654 EL CAJON BLVD STE A
SAN DIEGO, CA   92115-4474",1,3,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3339253,,CARRIER,ACTIVE,None,J & S TRANSPORTATION,,J & S TRANSPORTATION,"7467 PERMAR ST
SACRAMENTO, CA   95822-5244",(916) 601-3191,(916) 601-3191,SAR052305@GMAIL.COM,"7467 PERMAR ST
SACRAMENTO, CA   95822-5244",2,2,9/25/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339272,,CARRIER,NOT AUTHORIZED,None,HAPPY ISLAND INC,,HAPPY ISLAND INC,"19396 FADDEN ST
ROWLAND HGHTS, CA   91748",(562) 299-5560,(562) 299-5560,LOADOX@GMAIL.COM,"19396 FADDEN ST
ROWLAND HGHTS, CA   91748-4000",1,1,9/26/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3339274,,CARRIER,ACTIVE,None,KSK EXPRESS INC,,KSK EXPRESS INC,"725 KIELY BLVD
SANTA CLARA, CA   95051-5725",(650) 630-0614,(650) 630-0614,KARNAIL-SINGH@SBCGLOBAL.NET,"725 KIELY BLVD
SANTA CLARA, CA   95051-5725",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339280,,CARRIER,NOT AUTHORIZED,None,FINLEY LOGISTICS,,FINLEY LOGISTICS,"12490 TERRANO DR
VICTORVILLE, CA   92392",(760) 686-7000,(760) 686-7000,FREDDIE760@YAHOO.COM,"12490 TERRANO DR
VICTORVILLE, CA   92392-7962",1,1,9/26/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3339343,,CARRIER,ACTIVE,None,DEON SCOTT,BLACKOUT TRANSPORTATION,DEON SCOTT,"2713 W 36TH ST
LOS ANGELES, CA   90018-3348",(323) 513-6539,(323) 513-6539,D4000SCOTT@YAHOO.COM,"2713 W 36TH ST
LOS ANGELES, CA   90018-3348",1,2,10/11/2019,100 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339380,,CARRIER,ACTIVE,None,RAMROD EXPRESS LLC,,RAMROD EXPRESS LLC,"647 PARISIO CIR
FAIRFIELD, CA   94534-6754",(877) 541-8771,(877) 541-8771,RODNEYJAMES916@GMAIL.COM,"647 PARISIO CIR
FAIRFIELD, CA   94534-6754",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339383,,CARRIER,ACTIVE,None,S&N EXPRESS TRANSPORT INC,,S&N EXPRESS TRANSPORT INC,"9130 JACOB ST
BAKERSFIELD, CA   93313-5636",(310) 426-0711,(310) 426-0711,ABIGAILM28@GMAIL.COM,"9130 JACOB ST
BAKERSFIELD, CA   93313-5636",1,2,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339415,,CARRIER,NOT AUTHORIZED,None,SMKR INC,,SMKR INC,"5925 RAMPART DR APT 34
CARMICHAEL, CA   95608",(559) 708-1086,(559) 708-1086,SMKRCORPORATION@GMAIL.COM,"5925 RAMPART DR APT 34
CARMICHAEL, CA   95608-1493",1,4,9/26/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3339427,,CARRIER,ACTIVE,None,YAKOV NAKHMANOVICH & MICHAEL NAKHMANOVICH,E MOVERS,YAKOV NAKHMANOVICH & MICHAEL NAKHMANOVICH,"6301 COLDWATER CANYON AVE UNIT 4
N HOLLYWOOD, CA   91606-2935",(818) 926-1384,(818) 926-1384,MIKENAKH@GMAIL.COM,"6301 COLDWATER CANYON AVE UNIT 4
N HOLLYWOOD, CA   91606-2935",1,1,9/27/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3339433,,CARRIER,ACTIVE,None,ASAP TRANSPORT LLC,,ASAP TRANSPORT LLC,"2328 GURLEY ST APT A
BAKERSFIELD, CA   93305-2881",(661) 376-2427,(661) 376-2427,LLC.ASAP2018@GMAIL.COM,"PO BOX 3024
BAKERSFIELD, CA   93385-3024",1,1,11/7/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339457,,CARRIER,ACTIVE,None,ROCK STAR TRANSPORTATION,ROCK STAR TROLLEY,ROCK STAR TRANSPORTATION,"130 ROBIN HILL RD STE 222
GOLETA, CA   93117-3153",(805) 451-9999,(805) 451-9999,EVENTS@ROCKSTARTROLLEY.COM,"130 ROBIN HILL RD STE 222
GOLETA, CA   93117-3153",3,14,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Passengers, "
3339504,,CARRIER,ACTIVE,None,TAMAYO PRODUCE INC,,TAMAYO PRODUCE INC,"1500 E OLYMPIC BLVD STE 34
LOS ANGELES, CA   90021-1967",(909) 636-1964,(909) 636-1964,GLORIA@TAMAYOPRODUCEINC.COM,"PO BOX 5140
DIAMOND BAR, CA   91765-7140",1,2,10/4/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Fresh Produce, "
3339514,,CARRIER,ACTIVE,None,YEVHEN SHEVCHENKO,BUSY BEE LA MOVING,YEVHEN SHEVCHENKO,"14056 VALLEYHEART DR APT 204
SHERMAN OAKS, CA   91423-5406",(310) 895-3517,(310) 895-3517,YEVHEN.S@GMAIL.COM,"14056 VALLEYHEART DR APT 204
SHERMAN OAKS, CA   91423-5406",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339524,,CARRIER,ACTIVE,None,RRC LLC,,RRC LLC,"14197 YALE ST
HESPERIA, CA   92344",(760) 949-4592,(760) 949-4592,RRCLLC2019@GMAIL.COM,"14197 YALE ST
HESPERIA, CA   92344",1,1,10/10/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, Machinery, Large Objects, Construction, "
3339527,,CARRIER,ACTIVE,None,ROBERT E LAVENDER JR,,ROBERT E LAVENDER JR,"8841 RUTHELEN ST
LOS ANGELES, CA   90047-3212",(323) 877-6249,(323) 877-6249,ISAURAG@RAPIDDOCUMENTS.NET,"8841 RUTHELEN ST
LOS ANGELES, CA   90047-3212",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339557,,CARRIER,NOT AUTHORIZED,None,WILD HORSE TRUCKING LLC,,WILD HORSE TRUCKING LLC,"13791 ROAD 29
MADERA, CA   93638",(559) 232-5381,(559) 232-5381,WHTRUCKINGLLC@YAHOO.COM,"13791 ROAD 29
MADERA, CA   93638-5945",1,1,10/10/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3339579,,CARRIER,ACTIVE,None,ONLY REAL FRIEND LLC,,ONLY REAL FRIEND LLC,"882 VICTOR AVE APT 7
INGLEWOOD, CA   90302-2625",(323) 594-5186,(323) 594-5186,ORFLLC2@GMAIL.COM,"882 VICTOR AVE APT 7
INGLEWOOD, CA   90302-2625",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, Coal/Coke, Construction, OTHER, "
3339592,,CARRIER,ACTIVE,None,FABIO MAZZARELLI,TWO STRONG MEN AND A TRUCK,FABIO MAZZARELLI,"83770 DURAZO LN
INDIO, CA   92203-9729",(760) 449-1663,(760) 449-1663,TWOSTRONGMENMOVING@OUTLOOK.COM,"83770 DURAZO LN
INDIO, CA   92203-9729",2,2,10/10/2019,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Household Goods, "
3339594,,CARRIER,ACTIVE,None,JOSE MANUEL ESQUIVIAS,ROGA COMMERCIAL LAUNDRY SERVICE,JOSE MANUEL ESQUIVIAS,"1325 HARBOR AVE
LONG BEACH, CA   90813-2739",(562) 637-5559,(562) 637-5559,ROGASERVICES@MSN.COM,"1325 HARBOR AVE
LONG BEACH, CA   90813-2739",2,3,10/3/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Chemicals, "
3339600,,CARRIER,ACTIVE,None,JOSEPH GOMEZ,NONE,JOSEPH GOMEZ,"2717 CONCORD ST
SANTA ANA, CA   92705-6810",(714) 408-3146,(714) 408-3146,SONOFACARPENTER777@YAHOO.COM,"2717 CONCORD ST
SANTA ANA, CA   92705-6810",0,2,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3339609,,CARRIER,ACTIVE,None,ILL PUSHER INC,,ILL PUSHER INC,"8182 BEECHWOOD AVE
SOUTH GATE, CA   90280-2102",(323) 972-0457,(323) 972-0457,ANAHIMURGUIA8@YAHOO.COM,"8182 BEECHWOOD AVE
SOUTH GATE, CA   90280-2102",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3339613,,CARRIER,ACTIVE,None,FABIAN PACO,SPEEDY PALLET,FABIAN PACO,"668 DAKOTA DR
SAN JOSE, CA   95111-1203",(408) 807-1951,(408) 807-1951,FABIANPACO@YMAIL.COM,"668 DAKOTA DR
SAN JOSE, CA   95111-1203",1,1,9/26/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
